data-cut-off-date,web-posting-date,aefi,pfizer-events,pfizer-bivalent-reports,moderna-events,moderna-bivalent-BA1-reports,moderna-bivalent-BA45-reports,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,pfizer-bivalent-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA45-rate,cov-azc-rate,janssen-rate,Novavax-rate,total-rate
2022-06-24,2022-07-08,Cough,793,,344,,,69,2,0,22,1230,1.36,,1.42,,,2.45,N/A,,1.44
2022-06-24,2022-07-08,Malaise (discomfort),693,,316,,,137,1,0,42,1189,1.19,,1.30,,,4.87,N/A,,1.39
2022-06-24,2022-07-08,Dysphagia (difficulty swallowing),829,,285,,,65,2,1,2,1184,1.43,,1.17,,,2.31,N/A,,1.39
2022-06-24,2022-07-08,Abdominal pain,723,,279,,,137,5,0,31,1175,1.24,,1.15,,,4.87,N/A,,1.38
2022-06-24,2022-07-08,Swelling face,778,,282,,,67,0,0,5,1132,1.34,,1.16,,,2.38,N/A,,1.33
2022-06-24,2022-07-08,Myocarditis/pericarditis,657,,414,,,15,0,0,11,1097,1.13,,1.70,,,0.53,N/A,,1.29
2022-06-24,2022-07-08,Feeling hot,636,,298,,,98,1,0,7,1040,1.09,,1.23,,,3.48,N/A,,1.22
2022-06-24,2022-07-08,Peripheral swelling,591,,281,,,144,0,0,24,1040,1.02,,1.16,,,5.12,N/A,,1.22
2022-06-24,2022-07-08,Vaccination site rash,306,,672,,,54,2,0,1,1035,0.53,,2.77,,,1.92,N/A,,1.21
2022-06-24,2022-07-08,Vaccination site cellulitis,116,,774,,,99,0,0,0,989,0.20,,3.19,,,3.52,N/A,,1.16
2022-06-24,2022-07-08,Hyperhidrosis (excessive sweating),560,,285,,,85,1,0,11,942,0.96,,1.17,,,3.02,N/A,,1.10
2022-06-24,2022-07-08,Burning sensation,609,,242,,,80,2,0,2,935,1.05,,1.00,,,2.84,N/A,,1.10
2022-06-24,2022-07-08,Hypersensitivity,553,,299,,,58,0,0,8,918,0.95,,1.23,,,2.06,N/A,,1.08
2022-06-24,2022-07-08,Vaccination site reaction,213,,626,,,56,0,0,2,897,0.37,,2.58,,,1.99,N/A,,1.05
2022-06-24,2022-07-08,Anaphylaxis,627,,188,,,29,4,2,1,851,1.08,,0.77,,,1.03,N/A,,1.00
2022-06-24,2022-07-08,Lip swelling,574,,199,,,54,3,1,1,832,0.99,,0.82,,,1.92,N/A,,0.98
2022-06-24,2022-07-08,Swollen tongue,554,,212,,,46,2,0,1,815,0.95,,0.87,,,1.64,N/A,,0.96
2022-06-24,2022-07-08,Dermatitis allergic,477,,257,,,55,0,0,0,789,0.82,,1.06,,,1.96,N/A,,0.92
2022-07-22,2022-08-05,Paraesthesia (tingling or prickling),4663,,1807,,,709,19,3,16,7217,7.94,,7.35,,,25.20,85.02,,8.37
2022-07-22,2022-08-05,Vaccination site pain,2716,,3153,,,541,4,1,20,6435,4.63,,12.82,,,19.23,N/A,,7.46
2022-07-22,2022-08-05,Headache,3175,,1516,,,1059,9,4,49,5812,5.41,,6.17,,,37.65,N/A,,6.74
2022-07-22,2022-08-05,Dyspnoea (laboured breathing),3503,,1515,,,400,7,4,36,5465,5.97,,6.16,,,14.22,N/A,,6.34
2022-07-22,2022-08-05,Pruritus (itching),3294,,1754,,,341,14,9,17,5429,5.61,,7.13,,,12.12,62.65,,6.30
2022-07-22,2022-08-05,Fatigue,3008,,1491,,,609,7,2,79,5196,5.12,,6.06,,,21.65,N/A,,6.03
2022-07-22,2022-08-05,Chest pain,3148,,1363,,,199,10,1,13,4734,5.36,,5.54,,,7.07,44.75,,5.49
2022-07-22,2022-08-05,Urticaria (hives),2756,,1493,,,279,7,2,10,4547,4.69,,6.07,,,9.92,N/A,,5.27
2022-07-22,2022-08-05,Hypoaesthesia (numbness),2603,,944,,,460,7,2,22,4038,4.43,,3.84,,,16.35,N/A,,4.68
2022-07-22,2022-08-05,Fever ≥ 38°C,1938,,1316,,,662,6,0,37,3959,3.30,,5.35,,,23.53,N/A,,4.59
2022-07-22,2022-08-05,Dizziness,2486,,1035,,,342,7,4,33,3907,4.23,,4.21,,,12.16,N/A,,4.53
2022-07-22,2022-08-05,Nausea,2237,,1163,,,416,11,2,35,3864,3.81,,4.73,,,14.79,49.22,,4.48
2022-07-22,2022-08-05,Vaccination site erythema (redness),842,,2528,,,251,3,0,7,3631,1.43,,10.28,,,8.92,N/A,,4.21
2022-07-22,2022-08-05,Vaccination site swelling,893,,2080,,,234,4,0,4,3215,1.52,,8.46,,,8.32,N/A,,3.73
2022-07-22,2022-08-05,Chest discomfort,2051,,881,,,169,3,4,9,3117,3.49,,3.58,,,6.01,N/A,,3.62
2022-07-22,2022-08-05,Erythema (redness),1771,,1004,,,237,6,4,12,3034,3.02,,4.08,,,8.43,N/A,,3.52
2022-07-22,2022-08-05,Pain,1638,,789,,,359,4,1,58,2849,2.79,,3.21,,,12.76,N/A,,3.30
2022-07-22,2022-08-05,Arthralgia (joint pain),1637,,683,,,295,3,0,44,2662,2.79,,2.78,,,10.49,N/A,,3.09
2022-07-22,2022-08-05,Adenopathy/lymphadenopathy (swollen lymph nodes),1576,,783,,,96,0,1,3,2459,2.68,,3.18,,,3.41,N/A,,2.85
2022-07-22,2022-08-05,Palpitations,1680,,654,,,88,1,0,6,2429,2.86,,2.66,,,3.13,N/A,,2.82
2022-07-22,2022-08-05,Vomiting,1341,,722,,,261,5,0,24,2353,2.28,,2.94,,,9.28,N/A,,2.73
2022-07-22,2022-08-05,Rash,1396,,722,,,198,4,2,25,2347,2.38,,2.94,,,7.04,N/A,,2.72
2022-07-22,2022-08-05,Rash generalized (non-allergic),1340,,733,,,158,8,4,0,2243,2.28,,2.98,,,5.62,N/A,,2.60
2022-07-22,2022-08-05,Diarrhea,1294,,640,,,262,3,1,33,2233,2.20,,2.60,,,9.31,N/A,,2.59
2022-07-22,2022-08-05,Chills,1031,,687,,,451,9,1,9,2188,1.76,,2.79,,,16.03,N/A,,2.54
2022-07-22,2022-08-05,Pain in extremity,1239,,471,,,326,5,0,41,2082,2.11,,1.92,,,11.59,N/A,,2.41
2022-07-22,2022-08-05,Vaccination site warmth,405,,1470,,,159,0,0,1,2035,0.69,,5.98,,,5.65,N/A,,2.36
2022-07-22,2022-08-05,Myalgia (muscle pain),974,,571,,,295,3,0,10,1853,1.66,,2.32,,,10.49,N/A,,2.15
2022-07-22,2022-08-05,Asthenia (weakness),1026,,476,,,189,5,1,33,1730,1.75,,1.94,,,6.72,N/A,,2.01
2022-07-22,2022-08-05,Vaccination site pruritus (itching),359,,1084,,,86,0,0,2,1531,0.61,,4.41,,,3.06,N/A,,1.78
2022-07-22,2022-08-05,Throat tightness,1068,,347,,,64,7,3,0,1489,1.82,,1.41,,,2.28,N/A,,1.73
2022-07-22,2022-08-05,Tachycardia (fast heartbeat),884,,391,,,87,3,1,3,1369,1.51,,1.59,,,3.09,N/A,,1.59
2022-07-22,2022-08-05,Cough,810,,352,,,71,3,0,23,1259,1.38,,1.43,,,2.52,N/A,,1.46
2022-07-22,2022-08-05,Abdominal pain,748,,287,,,144,6,1,32,1218,1.27,,1.17,,,5.12,N/A,,1.41
2022-07-22,2022-08-05,Malaise (discomfort),704,,322,,,143,1,0,43,1213,1.20,,1.31,,,5.08,N/A,,1.41
2022-07-22,2022-08-05,Dysphagia (difficulty swallowing),845,,292,,,65,3,1,2,1208,1.44,,1.19,,,2.31,N/A,,1.40
2022-07-22,2022-08-05,Swelling face,794,,294,,,67,0,0,5,1160,1.35,,1.20,,,2.38,N/A,,1.35
2022-07-22,2022-08-05,Myocarditis/Pericarditis,664,,418,,,15,0,0,9,1106,1.13,,1.70,,,0.53,N/A,,1.28
2022-07-22,2022-08-05,Peripheral swelling,612,,288,,,145,0,0,28,1073,1.04,,1.17,,,5.15,N/A,,1.24
2022-07-22,2022-08-05,Vaccination site rash,319,,688,,,56,2,0,1,1066,0.54,,2.80,,,1.99,N/A,,1.24
2022-07-22,2022-08-05,Feeling hot,645,,303,,,101,1,0,7,1057,1.10,,1.23,,,3.59,N/A,,1.23
2022-07-22,2022-08-05,Vaccination site cellulitis,117,,815,,,107,0,0,0,1039,0.20,,3.31,,,3.80,N/A,,1.21
2022-07-22,2022-08-05,Burning sensation,627,,248,,,83,1,0,2,961,1.07,,1.01,,,2.95,N/A,,1.11
2022-07-22,2022-08-05,Hyperhidrosis,569,,288,,,88,2,0,11,958,0.97,,1.17,,,3.13,N/A,,1.11
2022-07-22,2022-08-05,Hypersensitivity,548,,290,,,60,0,0,8,906,0.93,,1.18,,,2.13,N/A,,1.05
2022-07-22,2022-08-05,Oropharyngeal pain (throat pain),542,,253,,,54,3,0,13,865,0.92,,1.03,,,1.92,N/A,,1.00
2022-07-22,2022-08-05,Anaphylaxis,637,,190,,,29,4,2,1,863,1.08,,0.77,,,1.03,N/A,,1.00
2022-07-22,2022-08-05,Lip swelling,578,,206,,,55,3,1,1,844,0.98,,0.84,,,1.96,N/A,,0.98
2022-07-22,2022-08-05,Swollen tongue,561,,214,,,46,2,0,1,824,0.96,,0.87,,,1.64,N/A,,0.96
2022-07-22,2022-08-05,Dermatitis allergic,472,,258,,,49,0,1,0,780,0.80,,1.05,,,1.74,N/A,,0.90
2022-08-19,2022-09-02,Paraesthesia (tingling or prickling),4681,,1829,,,720,20,8,17,7275,7.88,,7.35,,,25.59,87.94,,8.34
2022-08-19,2022-09-02,Vaccination site pain,2764,,3232,,,553,4,3,21,6577,4.65,,13.00,,,19.66,N/A,,7.54
2022-08-19,2022-09-02,Headache,3203,,1539,,,1078,9,5,52,5886,5.39,,6.19,,,38.32,N/A,,6.75
2022-08-19,2022-09-02,Dyspnoea (laboured breathing),3550,,1550,,,406,7,4,38,5555,5.98,,6.23,,,14.43,N/A,,6.37
2022-08-19,2022-09-02,Pruritus (itching),3330,,1787,,,343,14,9,18,5501,5.60,,7.19,,,12.19,61.56,,6.31
2022-08-19,2022-09-02,Fatigue,3049,,1517,,,617,8,4,81,5276,5.13,,6.10,,,21.93,N/A,,6.05
2022-08-19,2022-09-02,Chest pain,3192,,1399,,,202,10,3,15,4821,5.37,,5.63,,,7.18,43.97,,5.53
2022-08-19,2022-09-02,Urticaria (hives),2774,,1509,,,279,7,2,10,4581,4.67,,6.07,,,9.92,N/A,,5.25
2022-08-19,2022-09-02,Hypoaesthesia (numbness),2637,,955,,,465,7,4,22,4090,4.44,,3.84,,,16.53,N/A,,4.69
2022-08-19,2022-09-02,Fever ≥ 38°C,1951,,1338,,,668,6,1,38,4002,3.28,,5.38,,,23.74,N/A,,4.59
2022-08-19,2022-09-02,Dizziness,2511,,1051,,,343,7,6,33,3951,4.23,,4.23,,,12.19,N/A,,4.53
2022-08-19,2022-09-02,Nausea,2261,,1181,,,420,11,2,37,3912,3.81,,4.75,,,14.93,48.37,,4.48
2022-08-19,2022-09-02,Vaccination site erythema (redness),859,,2603,,,257,3,0,7,3729,1.45,,10.47,,,9.13,N/A,,4.27
2022-08-19,2022-09-02,Vaccination site swelling,919,,2159,,,238,4,0,4,3324,1.55,,8.68,,,8.46,N/A,,3.81
2022-08-19,2022-09-02,Chest discomfort,2070,,901,,,171,3,4,10,3159,3.48,,3.62,,,6.08,N/A,,3.62
2022-08-19,2022-09-02,Erythema (redness),1787,,1021,,,241,6,4,12,3071,3.01,,4.11,,,8.57,N/A,,3.52
2022-08-19,2022-09-02,Pain,1653,,806,,,362,4,3,59,2887,2.78,,3.24,,,12.87,N/A,,3.31
2022-08-19,2022-09-02,Arthralgia (joint pain),1651,,694,,,298,3,0,46,2692,2.78,,2.79,,,10.59,N/A,,3.09
2022-08-19,2022-09-02,Adenopathy/lymphadenopathy (swollen lymph nodes),1592,,799,,,99,0,2,4,2496,2.68,,3.21,,,3.52,N/A,,2.86
2022-08-19,2022-09-02,Palpitations,1714,,671,,,89,1,2,6,2483,2.88,,2.70,,,3.16,N/A,,2.85
2022-08-19,2022-09-02,Vomiting,1353,,734,,,265,5,1,24,2382,2.28,,2.95,,,9.42,N/A,,2.73
2022-08-19,2022-09-02,Rash,1410,,732,,,199,4,2,25,2372,2.37,,2.94,,,7.07,N/A,,2.72
2022-08-19,2022-09-02,Rash generalized (non-allergic),1360,,757,,,162,8,4,0,2291,2.29,,3.04,,,5.76,N/A,,2.63
2022-08-19,2022-09-02,Diarrhea,1303,,648,,,264,3,2,34,2254,2.19,,2.61,,,9.38,N/A,,2.58
2022-08-19,2022-09-02,Chills,1035,,698,,,457,9,1,9,2209,1.74,,2.81,,,16.24,N/A,,2.53
2022-08-19,2022-09-02,Pain in extremity,1253,,476,,,329,5,0,42,2105,2.11,,1.91,,,11.69,N/A,,2.41
2022-08-19,2022-09-02,Vaccination site warmth,412,,1513,,,161,0,0,1,2087,0.69,,6.08,,,5.72,N/A,,2.39
2022-08-19,2022-09-02,Myalgia (muscle pain),986,,580,,,296,3,0,11,1876,1.66,,2.33,,,10.52,N/A,,2.15
2022-08-19,2022-09-02,Asthenia (weakness),1046,,484,,,190,5,1,34,1760,1.76,,1.95,,,6.75,N/A,,2.02
2022-08-19,2022-09-02,Vaccination site pruritus (itching),368,,1122,,,88,0,0,2,1580,0.62,,4.51,,,3.13,N/A,,1.81
2022-08-19,2022-09-02,Throat tightness,1073,,353,,,63,7,4,0,1500,1.81,,1.42,,,2.24,N/A,,1.72
2022-08-19,2022-09-02,Tachycardia (fast heartbeat),901,,405,,,87,3,1,4,1401,1.52,,1.63,,,3.09,N/A,,1.61
2022-08-19,2022-09-02,Cough,820,,354,,,74,4,0,22,1274,1.38,,1.42,,,2.63,N/A,,1.46
2022-08-19,2022-09-02,Abdominal pain,757,,289,,,147,6,1,34,1234,1.27,,1.16,,,5.22,N/A,,1.41
2022-08-19,2022-09-02,Malaise (discomfort),706,,335,,,145,1,1,44,1232,1.19,,1.35,,,5.15,N/A,,1.41
2022-08-19,2022-09-02,Dysphagia (difficulty swallowing),847,,296,,,64,3,1,2,1213,1.43,,1.19,,,2.27,N/A,,1.39
2022-08-19,2022-09-02,Swelling face,801,,297,,,67,0,0,5,1170,1.35,,1.19,,,2.38,N/A,,1.34
2022-08-19,2022-09-02,Myocarditis/Pericarditis,668,,422,,,15,0,0,9,1114,1.12,,1.70,,,0.53,N/A,,1.28
2022-08-19,2022-09-02,Vaccination site rash,324,,704,,,56,2,0,1,1087,0.55,,2.83,,,1.99,N/A,,1.25
2022-08-19,2022-09-02,Peripheral swelling,619,,293,,,146,0,0,29,1087,1.04,,1.18,,,5.19,N/A,,1.25
2022-08-19,2022-09-02,Feeling hot,654,,310,,,101,1,0,7,1073,1.10,,1.25,,,3.59,N/A,,1.23
2022-08-19,2022-09-02,Vaccination site cellulitis,120,,830,,,109,0,0,0,1059,0.20,,3.34,,,3.87,N/A,,1.21
2022-08-19,2022-09-02,Burning sensation,631,,255,,,85,1,0,2,974,1.06,,1.03,,,3.02,N/A,,1.12
2022-08-19,2022-09-02,Hyperhidrosis (excessive sweating),575,,295,,,88,2,0,11,971,0.97,,1.19,,,3.13,N/A,,1.11
2022-08-19,2022-09-02,Hypersensitivity,548,,288,,,61,0,0,9,906,0.92,,1.16,,,2.17,N/A,,1.04
2022-08-19,2022-09-02,Oropharyngeal pain (throat pain),545,,255,,,54,4,0,13,871,0.92,,1.03,,,1.92,N/A,,1.00
2022-08-19,2022-09-02,Anaphylaxis,641,,193,,,28,4,3,1,870,1.08,,0.78,,,1.00,N/A,,1.00
2022-08-19,2022-09-02,Lip swelling,579,,210,,,55,3,1,1,849,0.97,,0.84,,,1.95,N/A,,0.97
2022-08-19,2022-09-02,Swollen tongue,562,,219,,,46,2,0,1,830,0.95,,0.88,,,1.63,N/A,,0.95
2022-08-19,2022-09-02,Dermatitis allergic,472,,255,,,49,0,1,0,777,0.79,,1.03,,,1.74,N/A,,0.89
2022-09-16,2022-10-03,Paraesthesia (tingling or prickling),4692,,1839,,,726,20,9,17,7303,7.79,,7.26,,,25.80,N/A,N/A,8.25
2022-09-16,2022-10-03,Vaccination site pain,2814,,3275,,,557,4,4,22,6676,4.67,,12.92,,,19.80,N/A,N/A,7.54
2022-09-16,2022-10-03,Headache,3239,,1546,,,1080,9,5,54,5933,5.38,,6.10,,,38.38,N/A,N/A,6.70
2022-09-16,2022-10-03,Dyspnoea (laboured breathing),3579,,1570,,,411,7,5,39,5611,5.94,,6.20,,,14.61,N/A,N/A,6.34
2022-09-16,2022-10-03,Pruritus (itching),3359,,1803,,,343,14,10,18,5547,5.58,,7.11,,,12.19,60.78,41.91,6.27
2022-09-16,2022-10-03,Fatigue,3088,,1534,,,622,8,4,84,5340,5.13,,6.05,,,22.11,N/A,N/A,6.03
2022-09-16,2022-10-03,Chest pain,3218,,1423,,,203,10,5,16,4875,5.34,,5.62,,,7.21,43.41,N/A,5.51
2022-09-16,2022-10-03,Urticaria (hives),2789,,1527,,,279,7,2,9,4613,4.63,,6.03,,,9.92,N/A,N/A,5.21
2022-09-16,2022-10-03,Hypoaesthesia (numbness),2654,,961,,,468,7,5,22,4117,4.41,,3.79,,,16.63,N/A,N/A,4.65
2022-09-16,2022-10-03,Fever ≥ 38°C,1976,,1356,,,672,6,1,38,4049,3.28,,5.35,,,23.88,N/A,N/A,4.57
2022-09-16,2022-10-03,Dizziness,2538,,1060,,,348,7,6,34,3993,4.21,,4.18,,,12.37,N/A,N/A,4.51
2022-09-16,2022-10-03,Nausea,2282,,1190,,,424,11,2,40,3949,3.79,,4.70,,,15.07,47.76,N/A,4.46
2022-09-16,2022-10-03,Vaccination site erythema (redness),884,,2635,,,259,3,0,7,3788,1.47,,10.40,,,9.20,N/A,N/A,4.28
2022-09-16,2022-10-03,Vaccination site swelling,933,,2181,,,238,4,0,4,3360,1.55,,8.61,,,8.46,N/A,N/A,3.80
2022-09-16,2022-10-03,Chest discomfort,2093,,914,,,173,3,5,12,3200,3.47,,3.61,,,6.15,N/A,N/A,3.61
2022-09-16,2022-10-03,Erythema (redness),1810,,1035,,,239,6,4,12,3106,3.00,,4.08,,,8.49,N/A,N/A,3.51
2022-09-16,2022-10-03,Pain,1676,,818,,,363,4,3,59,2923,2.78,,3.23,,,12.90,N/A,N/A,3.30
2022-09-16,2022-10-03,Arthralgia (joint pain),1668,,693,,,301,3,0,46,2711,2.77,,2.73,,,10.70,N/A,N/A,3.06
2022-09-16,2022-10-03,Adenopathy/lymphadenopathy (swollen lymph nodes),1620,,808,,,99,0,2,4,2533,2.69,,3.19,,,3.52,N/A,N/A,2.86
2022-09-16,2022-10-03,Palpitations,1742,,686,,,89,1,2,6,2526,2.89,,2.71,,,3.16,N/A,N/A,2.85
2022-09-16,2022-10-03,Vomiting,1370,,740,,,266,5,1,23,2405,2.27,,2.92,,,9.45,N/A,N/A,2.72
2022-09-16,2022-10-03,Rash,1421,,738,,,198,4,2,25,2388,2.36,,2.91,,,7.04,N/A,N/A,2.70
2022-09-16,2022-10-03,Rash generalized (non-allergic),1385,,776,,,164,8,4,0,2337,2.30,,3.06,,,5.83,N/A,N/A,2.64
2022-09-16,2022-10-03,Diarrhea,1312,,649,,,265,3,2,36,2267,2.18,,2.56,,,9.42,N/A,N/A,2.56
2022-09-16,2022-10-03,Chills,1057,,704,,,459,9,1,9,2239,1.75,,2.78,,,16.31,N/A,N/A,2.53
2022-09-16,2022-10-03,Pain in extremity,1270,,482,,,331,5,0,44,2132,2.11,,1.90,,,11.76,N/A,N/A,2.41
2022-09-16,2022-10-03,Vaccination site warmth,420,,1527,,,162,0,0,1,2110,0.70,,6.03,,,5.76,N/A,N/A,2.38
2022-09-16,2022-10-03,Myalgia (muscle pain),1001,,588,,,298,3,0,11,1901,1.66,,2.32,,,10.59,N/A,N/A,2.15
2022-09-16,2022-10-03,Asthenia (weakness),1060,,488,,,193,5,1,34,1781,1.76,,1.93,,,6.86,N/A,N/A,2.01
2022-09-16,2022-10-03,Vaccination site pruritus (itching),377,,1134,,,88,0,0,2,1601,0.63,,4.47,,,3.13,N/A,N/A,1.81
2022-09-16,2022-10-03,Throat tightness,1078,,358,,,65,7,4,0,1512,1.79,,1.41,,,2.31,N/A,N/A,1.71
2022-09-16,2022-10-03,Tachycardia (fast heartbeat),933,,423,,,88,3,2,4,1453,1.55,,1.67,,,3.13,N/A,N/A,1.64
2022-09-16,2022-10-03,Cough,825,,361,,,74,4,0,22,1286,1.37,,1.42,,,2.63,N/A,N/A,1.45
2022-09-16,2022-10-03,Abdominal pain,770,,291,,,151,6,1,35,1254,1.28,,1.15,,,5.37,N/A,N/A,1.42
2022-09-16,2022-10-03,Malaise (discomfort),715,,344,,,146,1,1,45,1252,1.19,,1.36,,,5.19,N/A,N/A,1.41
2022-09-16,2022-10-03,Dysphagia (difficulty swallowing),855,,299,,,65,3,1,2,1225,1.42,,1.18,,,2.31,N/A,N/A,1.38
2022-09-16,2022-10-03,Swelling face,814,,299,,,68,0,0,6,1187,1.35,,1.18,,,2.42,N/A,N/A,1.34
2022-09-16,2022-10-03,Myocarditis/Pericarditis,676,,427,,,15,0,0,9,1127,1.12,,1.68,,,0.53,N/A,N/A,1.27
2022-09-16,2022-10-03,Vaccination site rash,326,,712,,,58,2,0,1,1099,0.54,,2.81,,,2.06,N/A,N/A,1.24
2022-09-16,2022-10-03,Peripheral swelling,627,,295,,,148,0,0,29,1099,1.04,,1.16,,,5.26,N/A,N/A,1.24
2022-09-16,2022-10-03,Feeling hot,658,,313,,,101,1,0,7,1080,1.09,,1.24,,,3.59,N/A,N/A,1.22
2022-09-16,2022-10-03,Vaccination site cellulitis,121,,834,,,108,0,0,0,1063,0.20,,3.29,,,3.84,N/A,N/A,1.20
2022-09-16,2022-10-03,Burning sensation,635,,259,,,85,1,0,2,982,1.05,,1.02,,,3.02,N/A,N/A,1.11
2022-09-16,2022-10-03,Hyperhidrosis (excessive sweating),576,,297,,,90,3,0,11,977,0.96,,1.17,,,3.20,N/A,N/A,1.10
2022-09-16,2022-10-03,Hypersensitivity,547,,290,,,60,0,1,9,907,0.91,,1.14,,,2.13,N/A,N/A,1.02
2022-09-16,2022-10-03,Oropharyngeal pain (throat pain),551,,256,,,54,4,0,13,878,0.91,,1.01,,,1.92,N/A,N/A,0.99
2022-09-16,2022-10-03,Anaphylaxis,640,,197,,,28,4,3,1,873,1.06,,0.78,,,1.00,N/A,N/A,0.99
2022-09-16,2022-10-03,Lip swelling,585,,214,,,55,3,1,1,859,0.97,,0.84,,,1.95,N/A,N/A,0.97
2022-09-16,2022-10-03,Swollen tongue,565,,222,,,46,2,0,1,836,0.94,,0.88,,,1.63,N/A,N/A,0.94
2022-09-16,2022-10-03,Dermatitis allergic,469,,260,,,49,0,1,0,779,0.78,,1.03,,,1.74,N/A,N/A,0.88
,,,,,,,,,,,,,,,,,,,,,
2002-10-14,2022-10-28,Paraesthesia (tingling or prickling),4734,,1865,,,731,20,9,17,7376,7.83,,6.89,,,25.97,N/A,N/A,8.15
2002-10-14,2022-10-28,Vaccination site pain,2860,,3318,,,564,4,4,25,6775,4.73,,12.26,,,20.04,N/A,N/A,7.49
2002-10-14,2022-10-28,Pruritus (itching),3271,,1563,,,1084,9,5,58,5989,5.41,,5.78,,,38.52,N/A,N/A,6.62
2002-10-14,2022-10-28,Dyspnoea (laboured breathing),3608,,1596,,,414,6,5,43,5672,5.97,,5.90,,,14.71,N/A,N/A,6.27
2002-10-14,2022-10-28,Headache,3403,,1844,,,344,14,10,19,5634,5.63,,6.81,,,12.22,60.18,39.25,6.23
2002-10-14,2022-10-28,Chest pain,3121,,1562,,,630,8,4,90,5413,5.16,,5.77,,,22.38,N/A,N/A,5.98
2002-10-14,2022-10-28,Fatigue,3252,,1444,,,206,10,5,18,4935,5.38,,5.34,,,7.32,42.99,N/A,5.45
2002-10-14,2022-10-28,Urticaria (hives),2801,,1543,,,279,7,2,10,4642,4.63,,5.70,,,9.91,N/A,N/A,5.13
2002-10-14,2022-10-28,Hypoaesthesia (numbness),2665,,980,,,471,7,6,23,4152,4.41,,3.62,,,16.74,N/A,N/A,4.59
2002-10-14,2022-10-28,Dizziness,1996,,1390,,,674,6,1,37,4102,3.30,,5.14,,,23.95,N/A,N/A,4.53
2002-10-14,2022-10-28,Vaccination site erythema (redness),2561,,1070,,,350,7,6,35,4028,4.23,,3.95,,,12.44,N/A,N/A,4.45
2002-10-14,2022-10-28,Nausea,2309,,1207,,,426,11,2,41,3994,3.82,,4.46,,,15.14,47.29,N/A,4.41
2002-10-14,2022-10-28,Fever ≥ 38°C,906,,2669,,,260,3,0,7,3845,1.50,,9.86,,,9.24,N/A,N/A,4.25
2002-10-14,2022-10-28,Vaccination site swelling,950,,2204,,,239,4,0,4,3401,1.57,,8.14,,,8.49,N/A,N/A,3.76
2002-10-14,2022-10-28,Chest discomfort,2116,,923,,,175,3,6,12,3235,3.50,,3.41,,,6.22,N/A,N/A,3.57
2002-10-14,2022-10-28,Erythema (redness),1835,,1057,,,240,6,5,13,3156,3.03,,3.91,,,8.53,N/A,N/A,3.49
2002-10-14,2022-10-28,Pain,1688,,832,,,369,4,3,62,2956,2.79,,3.07,,,13.11,N/A,N/A,3.27
2002-10-14,2022-10-28,Vomiting,1676,,713,,,301,3,0,48,2741,2.77,,2.63,,,10.69,N/A,N/A,3.03
2002-10-14,2022-10-28,Adenopathy/lymphadenopathy (swollen lymph nodes),1769,,701,,,91,1,3,6,2571,2.92,,2.59,,,3.23,N/A,N/A,2.84
2002-10-14,2022-10-28,Palpitations,1636,,823,,,102,0,2,4,2566,2.70,,3.04,,,3.62,N/A,N/A,2.84
2002-10-14,2022-10-28,Rash generalized (non-allergic),1387,,754,,,266,5,1,24,2437,2.29,,2.79,,,9.45,N/A,N/A,2.69
2002-10-14,2022-10-28,Arthralgia (joint pain),1434,,807,,,165,8,4,0,2418,2.37,,2.98,,,5.86,N/A,N/A,2.67
2002-10-14,2022-10-28,Rash,1430,,745,,,201,4,2,25,2407,2.36,,2.75,,,7.14,N/A,N/A,2.66
2002-10-14,2022-10-28,Chills,1326,,667,,,266,3,2,38,2301,2.19,,2.46,,,9.45,N/A,N/A,2.54
2002-10-14,2022-10-28,Pain in extremity,1066,,719,,,466,9,1,9,2269,1.76,,2.66,,,16.56,N/A,N/A,2.51
2002-10-14,2022-10-28,Vaccination site pruritus (itching),1282,,489,,,335,4,1,50,2161,2.12,,1.81,,,11.90,N/A,N/A,2.39
2002-10-14,2022-10-28,Diarrhea,430,,1546,,,164,0,0,1,2141,0.71,,5.71,,,5.83,N/A,N/A,2.37
2002-10-14,2022-10-28,Asthenia (weakness),1012,,598,,,299,3,0,11,1923,1.67,,2.21,,,10.62,N/A,N/A,2.12
2002-10-14,2022-10-28,Tachycardia (fast heartbeat),1074,,496,,,196,5,1,33,1805,1.78,,1.83,,,6.96,N/A,N/A,1.99
2002-10-14,2022-10-28,Vaccination site warmth,1150,,603,,,51,0,0,0,1804,1.90,,2.23,,,1.81,N/A,N/A,1.99
2002-10-14,2022-10-28,Myalgia (muscle pain),389,,1154,,,89,0,0,2,1634,0.64,,4.26,,,3.16,N/A,N/A,1.81
2002-10-14,2022-10-28,Throat tightness,1090,,366,,,65,7,4,0,1532,1.80,,1.35,,,2.31,N/A,N/A,1.69
2002-10-14,2022-10-28,Cough,938,,430,,,88,3,2,4,1465,1.55,,1.59,,,3.13,N/A,N/A,1.62
2002-10-14,2022-10-28,Abdominal pain,972,,343,,,50,5,4,0,1374,1.61,,1.27,,,1.78,N/A,N/A,1.52
2002-10-14,2022-10-28,Dysphagia (difficulty swallowing),839,,369,,,75,4,0,25,1312,1.39,,1.36,,,2.66,N/A,N/A,1.45
