data-cut-off-date,web-posting-date,vaccine-name,non-serious-all,serious-all,total-all,non-serious-rate-all,serious-rate-all,total-rate-all,doses-admin-all,non-serious-18plus,serious-18plus,total-18plus,non-serious-rate-18plus,serious-rate-18plus,total-rate-18plus,doses-admin-18plus,non-serious-12to17,serious-12to17,total-12to17,non-serious-rate-12to17,serious-rate-12to17,total-rate-12to17,doses-admin-12to17,non-serious-5to11,serious-5to11,total-5to11,non-serious-rate-5to11,serious-rate-5to11,total-rate-5to11,doses-admin-5to11,non-serious-0to4,serious-0to4,total-0to4,non-serious-rate-0to4,serious-rate-0to4,total-rate-0to4,doses-admin-0to4
2022-05-27,2022-06-24,Unknown vaccine (Dose 1),13,57,70,N/A,N/A,N/A,N/A,10,46,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Unknown vaccine (Dose 2),13,61,74,N/A,N/A,N/A,N/A,12,53,65,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Unknown vaccine (Dose 3),7,29,36,N/A,N/A,N/A,N/A,5,23,28,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
,,,,,46739,,,,,,,43659,,,,,,,1590,,,,,,,629,,,,,,,,,,,
2022-06-24,2022-07-08,Pfizer-BioNTech (Total),22128,6791,28919,38.08,11.69,49.76,58112512,20316,5770,26086,40.57,11.52,52.10,50073496,1197,390,1587,24.30,7.92,32.22,4925396,572,91,663,18.42,2.93,21.35,3105497,,,,,,,
2022-06-24,2022-07-08,Pfizer-BioNTech (Dose 1),12639,3327,15966,53.00,13.95,66.95,23846623,11569,2923,14492,58.49,14.78,73.27,19780117,672,155,827,29.60,6.83,36.43,2270007,383,52,435,21.38,2.90,24.29,1791063,,,,,,,
2022-06-24,2022-07-08,Pfizer-BioNTech (Dose 2),5931,2163,8094,27.34,9.97,37.30,21697044,5382,1800,7182,29.58,9.89,39.48,18192090,383,193,576,17.49,8.81,26.30,2189877,154,29,183,11.73,2.21,13.93,1313254,,,,,,,
2022-06-24,2022-07-08,Pfizer-BioNTech (Dose 3),1083,488,1571,10.34,4.66,15.00,10474667,1038,428,1466,10.37,4.28,14.65,10008040,41,19,60,8.82,4.09,12.91,464611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Pfizer-BioNTech (Dose 4),59,51,110,3.16,2.73,5.89,1866671,58,46,104,3.11,2.47,5.57,1865890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Moderna (Total),13360,1930,15290,54.99,7.94,62.94,24293492,13329,1800,15129,54.99,7.43,62.42,24237119,14,8,22,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Moderna (Dose 1),6943,674,7617,114.65,11.13,125.78,6055722,6924,639,7563,114.87,10.60,125.48,6027449,13,1,14,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Moderna (Dose 2),3471,787,4258,40.23,9.12,49.35,8628621,3464,739,4203,40.25,8.59,48.84,8605933,1,6,7,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Moderna (Dose 3),1447,217,1664,17.39,2.61,19.99,8323139,1442,200,1642,17.34,2.40,19.74,8317776,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Moderna (Dose 4),70,21,91,5.64,1.69,7.33,1241587,70,21,91,5.64,1.69,7.33,1241539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,COVISHIELD/AstraZeneca (Total),3194,923,4117,113.56,32.82,146.38,2812562,3188,829,4017,113.36,29.48,142.84,2812305,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,COVISHIELD/AstraZeneca (Dose 1),2555,590,3145,114.32,26.40,140.72,2234973,2553,554,3107,114.24,24.79,139.03,2234768,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,COVISHIELD/AstraZeneca (Dose 2),142,72,214,24.65,12.50,37.15,576005,139,65,204,24.13,11.29,35.42,575953,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,1564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Janssen (Total),38,23,61,172.55,104.44,277.00,22022,36,22,58,163.58,99.97,263.55,22007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Janssen (Dose 1),30,16,46,141.02,75.21,216.24,21273,30,15,45,141.12,70.56,211.69,21258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Novavax (Total),12,2,14,N/A,N/A,N/A,N/A,12,2,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Novavax (Dose 1),8,1,9,N/A,N/A,N/A,N/A,8,1,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Novavax (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Novavax (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Novavax (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Unknown vaccine (Total),63,330,393,N/A,N/A,N/A,N/A,49,282,331,N/A,N/A,N/A,N/A,2,2,4,N/A,N/A,N/A,N/A,1,3,4,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Unknown vaccine (Dose 1),13,57,70,N/A,N/A,N/A,N/A,10,46,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,2,2,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Unknown vaccine (Dose 2),14,66,80,N/A,N/A,N/A,N/A,12,57,69,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Unknown vaccine (Dose 3),8,33,41,N/A,N/A,N/A,N/A,5,26,31,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-06-24,2022-07-08,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
,,,,,48794,,,,,,,45633,,,,,,,1613,,,,,,,668,,,,,,,,,,,
2022-07-22,2022-08-05,Pfizer-BioNTech (Total),22675,6897,29572,38.62,11.75,50.36,58720328,20843,5861,26704,41.17,11.58,52.75,50623964,1209,387,1596,24.40,7.81,32.21,4955199,580,95,675,18.29,2.93,21.55,3132916,,,,,,,
2022-07-22,2022-08-05,Pfizer-BioNTech (Dose 1),13000,3356,16356,54.47,14.06,68.53,23867953,11915,2950,14865,60.20,14.91,75.11,19790963,681,155,836,29.98,6.82,36.80,2271865,385,52,437,21.22,2.9,24.28,1799634,,,,,,,
2022-07-22,2022-08-05,Pfizer-BioNTech (Dose 2),6092,2196,8288,28.03,10.10,38.13,21733523,5533,1828,7361,30.39,10.04,40.44,18204507,390,192,582,17.77,8.75,26.51,2195235,157,32,189,11.73,2.21,14.19,1331932,,,,,,,
2022-07-22,2022-08-05,Pfizer-BioNTech (Dose 3),1117,521,1638,10.56,4.93,15.49,10574488,1073,455,1528,10.64,4.51,15.15,10085408,41,19,60,8.42,3.90,12.32,486850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Pfizer-BioNTech (Dose 4),77,60,137,3.29,2.56,5.85,2342170,76,55,131,3.25,2.35,5.60,2341085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Moderna (Total),13774,1978,15752,56.02,8.04,64.06,24587893,13741,1845,15586,56.02,7.52,63.54,24530812,14,8,22,N/A,N/A,N/A,N/A,2,0,2,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Moderna (Dose 1),7219,686,7905,119.16,11.32,130.48,6058458,7195,647,7842,119.32,10.73,130.05,6030040,13,1,14,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Moderna (Dose 2),3573,802,4375,41.39,9.29,50.68,8632178,3567,757,4324,41.43,8.79,50.22,8609351,1,6,7,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Moderna (Dose 3),1486,231,1717,17.80,2.77,20.57,8348958,1483,213,1696,17.77,2.55,20.33,8343191,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Moderna (Dose 4),96,18,114,6.36,1.19,7.56,1508428,96,27,123,6.36,1.79,8.15,1508363,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,COVISHIELD/AstraZeneca (Total),3311,934,4245,117.71,33.20,150.91,2812942,3305,840,4145,117.50,29.86,147.37,2812685,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,COVISHIELD/AstraZeneca (Dose 1),2664,599,3263,119.18,26.80,145.98,2235186,2662,562,3224,119.11,25.15,144.25,2234981,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,COVISHIELD/AstraZeneca (Dose 2),161,66,227,27.94,11.46,39.40,576155,158,61,219,27.43,10.59,38.01,576103,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Janssen (Total),42,24,66,187.94,107.40,295.34,22347,40,22,62,179.12,98.52,277.64,22331,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Janssen (Dose 1),34,16,50,157.56,74.15,231.71,21579,34,15,49,157.68,69.56,227.24,21563,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Novavax (Total),18,2,20,N/A,N/A,N/A,N/A,18,2,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Novavax (Dose 1),12,1,13,N/A,N/A,N/A,N/A,12,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Novavax (Dose 2),3,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Novavax (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Novavax (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Unknown vaccine (Total),64,344,408,N/A,N/A,N/A,N/A,50,294,344,N/A,N/A,N/A,N/A,2,2,4,N/A,N/A,N/A,N/A,0,3,3,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Unknown vaccine (Dose 1),12,58,70,N/A,N/A,N/A,N/A,9,47,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Unknown vaccine (Dose 2),12,69,81,N/A,N/A,N/A,N/A,11,59,70,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Unknown vaccine (Dose 3),8,36,44,N/A,N/A,N/A,N/A,5,29,34,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-07-22,2022-08-05,Total,,,50063,,,,,,,46859,,,,,,,1622,,,,,,,680,,,,,,,,,,,
2022-08-19,2022-09-02,Pfizer-BioNTech (Total),22912,6990,29902,38.56,11.77,50.33,59412200,21054,5935,26989,41.05,11.57,52.63,51282896,1219,390,1609,24.52,7.84,32.36,4972334,596,102,698,18.93,3.24,22.17,3148961,,,,,,,
2022-08-19,2022-09-02,Pfizer-BioNTech (Dose 1),13137,3373,16510,54.98,14.12,69.10,23894619,12032,2964,14996,60.73,14.96,75.69,19813588,687,155,842,30.25,6.83,37.08,2270846,402,54,456,22.27,2.99,25.27,1804833,,,,,,,
2022-08-19,2022-09-02,Pfizer-BioNTech (Dose 2),6168,2227,8395,28.34,10.23,38.57,21762821,5603,1854,7457,30.75,10.17,40.92,18222832,393,194,587,17.90,8.84,26.74,2195429,160,37,197,11.91,2.76,14.67,1342888,,,,,,,
2022-08-19,2022-09-02,Pfizer-BioNTech (Dose 3),1170,542,1712,10.98,5.09,16.07,10654606,1125,470,1595,11.09,4.63,15.72,10148418,42,20,62,8.33,3.97,12.30,503996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Pfizer-BioNTech (Dose 4),88,78,166,2.86,2.53,5.39,3080789,87,72,159,2.83,2.34,5.16,3078705,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Moderna (Total),13957,2018,15975,56.12,8.11,64.24,24869054,13922,1884,15806,56.17,7.60,63.77,24786781,15,8,23,N/A,N/A,N/A,N/A,3,0,3,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Moderna (Dose 1),7327,691,8018,120.39,11.35,131.74,6086085,7301,656,7957,121.03,10.87,131.90,6032461,14,1,15,N/A,N/A,N/A,N/A,2,0,2,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Moderna (Dose 2),3618,812,4430,41.92,9.41,51.33,8631131,3612,763,4375,41.96,8.86,50.82,8608380,1,6,7,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Moderna (Dose 3),1548,239,1787,18.51,2.86,21.36,8364919,1545,221,1766,18.48,2.64,21.13,8359103,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Moderna (Dose 4),118,43,161,6.64,2.42,9.06,1776208,118,42,160,6.64,2.36,9.01,1776126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,COVISHIELD/AstraZeneca (Total),3355,939,4294,119.25,33.38,152.62,2813463,3349,845,4194,119.05,30.04,149.08,2813205,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,COVISHIELD/AstraZeneca (Dose 1),2710,594,3304,121.23,26.57,147.80,2235465,2708,558,3266,121.15,24.96,146.11,2235260,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,COVISHIELD/AstraZeneca (Dose 2),166,71,237,28.80,12.32,41.12,576364,163,65,228,28.28,11.28,39.56,576311,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Janssen JCOVDEN (Total),43,25,68,189.08,109.93,299.01,22742,41,23,64,180.43,101.22,281.65,22723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Janssen  JCOVDEN (Dose 1),35,17,52,159.42,77.43,236.86,21954,35,16,51,159.55,72.94,232.48,21937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Janssen  JCOVDEN (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Janssen  JCOVDEN (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Janssen  JCOVDEN (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Novavax (Total),26,4,30,N/A,N/A,N/A,N/A,26,4,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Novavax (Dose 1),18,1,19,N/A,N/A,N/A,N/A,18,1,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Novavax (Dose 2),5,2,7,N/A,N/A,N/A,N/A,5,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Novavax (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Novavax (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Unknown vaccine (Total),68,359,427,N/A,N/A,N/A,N/A,54,304,358,N/A,N/A,N/A,N/A,2,2,4,N/A,N/A,N/A,N/A,0,3,3,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Unknown vaccine (Dose 1),12,59,71,N/A,N/A,N/A,N/A,9,48,57,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Unknown vaccine (Dose 2),12,71,83,N/A,N/A,N/A,N/A,11,60,71,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Unknown vaccine (Dose 3),8,37,45,N/A,N/A,N/A,N/A,5,30,35,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-08-19,2022-09-02,Unknown vaccine (Dose 4),2,9,11,N/A,N/A,N/A,N/A,2,9,11,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
,,,,,50696,,,,,,,47441,,,,,,,1636,,,,,,,704,,,,,,,,,,,
2022-09-16,2022-10-03,Pfizer-BioNTech (Total),23122,7060,30182,38.38,11.72,50.10,60249397,21235,5998,27233,40.85,11.54,52.39,51980256,1232,390,1622,24.54,7.77,32.31,5019478,607,104,711,18.73,3.21,21.94,3241111,4,0,4,N/A,N/A,N/A,N/A
2022-09-16,2022-10-03,Pfizer-BioNTech (Dose 1),13220,3386,16606,55.25,14.15,69.41,23925775,12103,2978,15081,61.07,15.03,76.10,19818621,692,154,846,30.40,6.77,37.17,2276282,406,54,460,22.24,2.96,25.20,1825211,3,0,3,N/A,N/A,N/A,N/A
2022-09-16,2022-10-03,Pfizer-BioNTech (Dose 2),6247,2249,8496,28.66,10.32,38.97,21799811,5673,1873,7546,31.12,10.28,41.40,18227584,398,194,592,18.06,8.81,26.87,2203203,164,38,202,11.99,2.78,14.77,1367279,0,0,0,N/A,N/A,N/A,N/A
2022-09-16,2022-10-03,Pfizer-BioNTech (Dose 3),1222,559,1781,11.31,5.17,16.48,10808117,1170,487,1657,11.44,4.76,16.21,10223054,47,21,68,8.78,3.92,12.70,535359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2022-09-16,2022-10-03,Pfizer-BioNTech (Dose 4+),124,94,218,3.34,2.53,5.87,3715694,123,87,210,3.31,2.34,5.66,3710997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2022-09-16,2022-10-03,Moderna (Total),14094,2065,16159,55.62,8.15,63.77,25341274,14047,1910,15957,55.79,7.59,63.38,25176982,15,9,24,N/A,N/A,N/A,N/A,2,0,2,N/A,N/A,N/A,N/A,13,2,15,N/A,N/A,N/A,N/A
